Activity(app or site),"ActivityType(0 - app, 1 - website)",CategoryID,Parent_name,Category_name,Full_name
jumbomail.me,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
icuracao.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
siouxfallslimos.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
alovea.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
affiliate.tiktok.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
racingsa.com.a,0,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
saiyo-dr.jp,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
says.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
farmersofsalem.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
online.brownstoneagency.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
sefl.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
snackvillagebkk.com,1,52,Reference & Learning,Health & Medicine,Reference & Learning - Health & Medicine
IntelleDraw,0,75,Software Development,Design & Planning,Software Development - Design & Planning
WebConnect,0,75,Software Development,Design & Planning,Software Development - Design & Planning
RootPro CAD 10 Professional,0,75,Software Development,Design & Planning,Software Development - Design & Planning
userapp.solidworks.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
Mastercam,0,75,Software Development,Design & Planning,Software Development - Design & Planning
create.editorx.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
Movavi Video Editor Plus,0,75,Software Development,Design & Planning,Software Development - Design & Planning
Storm Sewers,0,75,Software Development,Design & Planning,Software Development - Design & Planning
angular.io,1,75,Software Development,Design & Planning,Software Development - Design & Planning
cfadesigntechnology.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
SpaceClaim 2022 R,0,75,Software Development,Design & Planning,Software Development - Design & Planning
web.postman.co,1,75,Software Development,Design & Planning,Software Development - Design & Planning
viewer.autodesk.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
chartjs.org,1,75,Software Development,Design & Planning,Software Development - Design & Planning
SupportAssistUI,0,75,Software Development,Design & Planning,Software Development - Design & Planning
java-design-patterns.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
WebTools,0,75,Software Development,Design & Planning,Software Development - Design & Planning
RootPro CAD 11 Professional,0,75,Software Development,Design & Planning,Software Development - Design & Planning
Tekla Structures,0,75,Software Development,Design & Planning,Software Development - Design & Planning
jm614779.invisionapp.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
iVMS,0,75,Software Development,Design & Planning,Software Development - Design & Planning
Adobe LiveCycle Designer,0,75,Software Development,Design & Planning,Software Development - Design & Planning
Tedds,0,75,Software Development,Design & Planning,Software Development - Design & Planning
Google Web Designer,0,75,Software Development,Design & Planning,Software Development - Design & Planning
Business - File Sharing,1,75,Software Development,Design & Planning,Software Development - Design & Planning
nmre.sharefile.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
legl.zoom.us,1,75,Software Development,Design & Planning,Software Development - Design & Planning
providerexpress.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
bva-auctions.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
uprr.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
ontheworldmap.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
revolut.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
katom.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
Microsoft OneDrive,1,75,Software Development,Design & Planning,Software Development - Design & Planning
myaccountaccess.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
treasury.pncbank.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
vitli-krpan,1,75,Software Development,Design & Planning,Software Development - Design & Planning
Bloc de notas,1,75,Software Development,Design & Planning,Software Development - Design & Planning
e-banking.winbank.gr,1,75,Software Development,Design & Planning,Software Development - Design & Planning
lazada.sg,1,75,Software Development,Design & Planning,Software Development - Design & Planning
configurator.ml3ds-iconstage.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
xdp.sysx.co.uk,1,75,Software Development,Design & Planning,Software Development - Design & Planning
Alphalist Data Entry System,0,75,Software Development,Design & Planning,Software Development - Design & Planning
theironhorsegolfclub.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
iunite.ca,1,75,Software Development,Design & Planning,Software Development - Design & Planning
api2.bridge.insure,1,75,Software Development,Design & Planning,Software Development - Design & Planning
www2.asx.com.a,0,75,Software Development,Design & Planning,Software Development - Design & Planning
eprocure.cimb.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
supply.entellexi.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
connect.qualia.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
infirstbank.myebanking.net,1,75,Software Development,Design & Planning,Software Development - Design & Planning
winfertilityprovider.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
stopots.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
am-desktop.corrigopro.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
emeraldenergycompany.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
office.fedex.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
app.assertivasolucoes.com.br,1,75,Software Development,Design & Planning,Software Development - Design & Planning
officewarehouse.com.ph,1,75,Software Development,Design & Planning,Software Development - Design & Planning
eshiponline.purolator.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
Morningstar Direct,0,75,Software Development,Design & Planning,Software Development - Design & Planning
chairbuilder.sitonit.net,1,75,Software Development,Design & Planning,Software Development - Design & Planning
catalogo-vpfe.dian.gov.co,1,75,Software Development,Design & Planning,Software Development - Design & Planning
secure.ccavenue.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
POL2C,0,75,Software Development,Design & Planning,Software Development - Design & Planning
awardo.co,1,75,Software Development,Design & Planning,Software Development - Design & Planning
linemantrainer.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
companynet.mbank.pl,1,75,Software Development,Design & Planning,Software Development - Design & Planning
aibs.com.a,0,75,Software Development,Design & Planning,Software Development - Design & Planning
bancochn.chn.com.gt,1,75,Software Development,Design & Planning,Software Development - Design & Planning
id.trimble.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
ChiroTouch,0,75,Software Development,Design & Planning,Software Development - Design & Planning
bizchannel.cimbniaga.co.id,1,75,Software Development,Design & Planning,Software Development - Design & Planning
nationalregistry-fmcsa.appiancloud.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
cartwrightandbutler.co.uk,1,75,Software Development,Design & Planning,Software Development - Design & Planning
f,1,75,Software Development,Design & Planning,Software Development - Design & Planning
aaafoodhandler.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
theatoloapartments.gr,1,75,Software Development,Design & Planning,Software Development - Design & Planning
mymhk.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
fes.rakuten-bank.co.jp,1,75,Software Development,Design & Planning,Software Development - Design & Planning
iqoption.com,1,75,Software Development,Design & Planning,Software Development - Design & Planning
Adobe Substance 3D Designer,0,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3D Imaging software,0,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
app.sketchup.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
tinkercad.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3dexperience.virtualtester.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3d.homestyler.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3ds Max,0,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
app.angle3d.co,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3D,0,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3dwarehouse.sketchup.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
SketchUp,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
free3d.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3dparts.mcicoach.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3d.connect.trimble.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
View 3D,0,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
3d66.com,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
Adobe Dimension,0,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
KeyShot,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
Adobe Dimension,1,21,Design & Composition,3D Graphic Design,Design & Composition - 3D Graphic Design
Google Chrome,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
QQBrowser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
NWEA Secure Testing Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
msedge,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Prosperity Bank Secure Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
WaveBrowser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
BrowserLock,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Agent Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Explorador do Windows,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
PSI Bridge Secure Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Treasury Navigator Secure Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Firefox,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Avast Secure Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
APR Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Safari Technology Preview,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Salem Five Secure Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
MICHIRUbrowser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Epic Privacy Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
AVG Secure Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Brave Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
ERP Browser,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Brave Browser,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
browser.geekbench.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
HP Sure Click Secure Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
chrome.google.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Safari,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Old National Bank Secure Browser,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Business - Entertainment,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
sync-stream.t,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
letsjerk.t,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
deezer.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
bilibili.t,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
jiocinema.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
mixcloud.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
watchseries.id,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
freeriderhd.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
indiewire.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
motchill.t,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Stream SiriusXM on the go and at home. Listen to music. live sports radio. the best talk and entertainment radio,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
eon.t,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
racing.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
iheartradio.ca,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
partyhound.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
vudu.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
hero-wars.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
radiostationusa.fm,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
animefenix.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
alphamediaplayer.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
hdtvizle.net,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
PathOfExile,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
open.spotify.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
willow.t,0,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
pelisgratishd.io,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
whatsonptztv.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
listen.raaga.my,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
watch.sling.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
amarillosrockstation.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
tubitv.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
dramabeans.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
player03.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
onlinepianist.com,1,82,Utilities & Threats,Browsers,Utilities & Threats - Browsers
Signal 5.57.0.217-public-windows,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
LastPass Tray Icon,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
pDoc Signer,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Pruzkumn? Windows,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.cardknox.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.anchorapp.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
cloud.sophos.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Panipro.Win,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
MoNotificationUx.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Plugfree NETWORK,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
YourPhone.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Avast Antivirus,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
bcc.barracudanetworks.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
rep32.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
securex.be,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
securemessage.hcsc.net,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
ITS Secure Test Delivery Browser,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.fileandservexpress.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
1Password 8.9.4-27.BETA,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Online Protection,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Signal 6.2.0.248-public-windows,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
mysonicwall.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Trend Micro Client Main Console,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.cci-online.org,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Riot Client,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
whatismyipaddress.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
dsw.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.tmhp.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
fx-rnd.mtn.co.za,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
EzServer2008HRNew.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
agaLaunchpad.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
ELGO BackupTool (Release x86),0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
twe-cwsap,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
setup.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Windows Reader,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
CCleaner,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
RangerCapture,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Smadav - Additional Protection for USB and PC,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
WpcMon.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.thetollroads.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
BitLockerWizardElev.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.d4sign.com.br,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
0801000.EXE,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
abc.secure-platform.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.technicaltraffic.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Orca.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
TMDLY00.EXE,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
bdsecure.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
jditvmsvr,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
StikyNot.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Fcheck,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.onlineutilityexchange.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.nbinformation.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
securecca.ing.it,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
sldIM,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Realtek WPS PBC Utility (Vista Win7 Win8),0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
rgl-nas,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Carbon Black Cloud Sensor Notification Utility x,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
GlobalProtect client,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
nguc,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.mycoionline.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.velobank.pl,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure01b.chase.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.ficohsa.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
kl-secure.formstack.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
securetechnyc.hexnodemdm.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
console.gotoassist.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
DegWin,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
ReadMailVizientEx.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
portalcfdi.facturaelectronica.sat.gob.mx,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.csd.gov.za,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
AcroRd,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
nortonvms.einstein2.org,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure09ea.chase.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.levitate.ai,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
ScreenClippingHost.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Re,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
securefg.mi.3cx.us,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Privax HMA VPN,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
support.console.aws.amazon.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.horizonblue.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
LockDown Browser,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
NordVPN,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Sophos Connect GUI,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
AVG Antivirus,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Krisp,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.goemerchant.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
ESET Main GUI,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Endpoint Security Installer,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.g2g.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Rhino,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.uticanational.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
MgxpaRuntime.exe,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secureapp.southeastwater.com.a,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
FOUNDATION for Windows,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
SecurityAgent,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
System7000.exe,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
partners.sophos.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure01a.chase.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
TunnelBear,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
pan.bitdefender.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
gmo-cybersecurity.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure06ea.chase.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.sakura.ad.jp,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
TaskScheduler,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
results.drug-screen.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
bleepingcomputer.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.cruisingpower.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.leaseweb.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
tukin_kojinmst,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.logmeinrescue.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.fidelipay.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
securefg.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.healthx.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
AnyViewer Core,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
ShinseiyoSogoSoft,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
my.webrootanywhere.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
scan.security-central.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Kaspersky Virus Removal Tool,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
deepfreeze.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.cardcom.solutions,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.ipfax.net,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
protect.secure.scottishwidows.co.uk,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.chronotek.net,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
shkym,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.utmostwealth.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
trojanonline.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
vault.google.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
abacusa,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.bluepay.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Kaspersky Endpoint Security,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
USB Disk Security,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
mysignins.microsoft.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
tweakers.net,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Internet Security Essentials,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.reged.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure.lni.wa.go,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
wuc,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Windscribe,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
secure07a.chase.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
mxtoolbox.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
napcosecurity.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
intune.microsoft.com,1,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
Smadav USB Antivirus & Additional Protection,0,81,Utilities & Threats,Anti-Virus,Utilities & Threats - Anti-Virus
